prompt_id,split,template_id,structure,unordered_name_pair_id,pair_orientation,io_name,s_name,prompt,answer,counterfactual_answer,answer_token_id,counterfactual_token_id
phase6_prompt_34ad9c52ec515bea,test,p6_abba_museum,ABBA,phase6_pair_d05ecb1621fbfe80,b_to_a,Robin,Monica,"At the museum, Robin spoke with Monica. Later, Monica offered the exhibit guide to",Robin,Monica,12325,23240
phase6_prompt_4026cca695c292b0,test,p6_abba_museum,ABBA,phase6_pair_d05ecb1621fbfe80,a_to_b,Monica,Robin,"At the museum, Monica spoke with Robin. Later, Robin offered the exhibit guide to",Monica,Robin,23240,12325
phase6_prompt_423016bf9e5f3a5e,test,p6_abba_museum,ABBA,phase6_pair_83ce93db4866834e,a_to_b,Maya,Nina,"At the museum, Maya spoke with Nina. Later, Nina offered the exhibit guide to",Maya,Nina,26041,36300
phase6_prompt_438ff6b2faac6789,test,p6_abba_museum,ABBA,phase6_pair_cdf0d5b696403826,b_to_a,Madison,Erica,"At the museum, Madison spoke with Erica. Later, Erica offered the exhibit guide to",Madison,Erica,14909,45187
phase6_prompt_4449f3a786ec2359,test,p6_abba_museum,ABBA,phase6_pair_6dd888711548a86b,b_to_a,Tina,Kelly,"At the museum, Tina spoke with Kelly. Later, Kelly offered the exhibit guide to",Tina,Kelly,35903,9077
phase6_prompt_4468477fc8860581,test,p6_abba_museum,ABBA,phase6_pair_a51ddccd84b83769,a_to_b,Anna,Claire,"At the museum, Anna spoke with Claire. Later, Claire offered the exhibit guide to",Anna,Claire,11735,20758
phase6_prompt_46a7da89cbacd941,test,p6_abba_museum,ABBA,phase6_pair_c93a443389459cda,a_to_b,Mia,Natalie,"At the museum, Mia spoke with Natalie. Later, Natalie offered the exhibit guide to",Mia,Natalie,32189,35571
phase6_prompt_4943abb998c6b227,test,p6_abba_museum,ABBA,phase6_pair_ba4b06be0ae5c5a2,b_to_a,John,Amelia,"At the museum, John spoke with Amelia. Later, Amelia offered the exhibit guide to",John,Amelia,1757,49769
phase6_prompt_4a840fc997080fa3,test,p6_abba_museum,ABBA,phase6_pair_c93a443389459cda,b_to_a,Natalie,Mia,"At the museum, Natalie spoke with Mia. Later, Mia offered the exhibit guide to",Natalie,Mia,35571,32189
phase6_prompt_54320b3f3057024a,test,p6_abba_museum,ABBA,phase6_pair_5060e0fc982e9f4d,b_to_a,Paul,Eva,"At the museum, Paul spoke with Eva. Later, Eva offered the exhibit guide to",Paul,Eva,3362,32355
phase6_prompt_55eed9ed370b7ef1,test,p6_abba_museum,ABBA,phase6_pair_a51ddccd84b83769,b_to_a,Claire,Anna,"At the museum, Claire spoke with Anna. Later, Anna offered the exhibit guide to",Claire,Anna,20758,11735
phase6_prompt_56315d522884dffa,test,p6_abba_museum,ABBA,phase6_pair_3ff09606e48f88f8,a_to_b,Chloe,Elizabeth,"At the museum, Chloe spoke with Elizabeth. Later, Elizabeth offered the exhibit guide to",Chloe,Elizabeth,29476,10674
phase6_prompt_58e8c15eea2c866e,test,p6_abba_museum,ABBA,phase6_pair_70c9b4b466da4e77,b_to_a,Wendy,Judith,"At the museum, Wendy spoke with Judith. Later, Judith offered the exhibit guide to",Wendy,Judith,28314,39987
phase6_prompt_63c1e3e23be9f144,test,p6_abba_museum,ABBA,phase6_pair_4232ece9c5de015e,b_to_a,Sarah,Heather,"At the museum, Sarah spoke with Heather. Later, Heather offered the exhibit guide to",Sarah,Heather,10490,24253
phase6_prompt_6a6120cf922720c4,test,p6_abba_museum,ABBA,phase6_pair_cdf0d5b696403826,a_to_b,Erica,Madison,"At the museum, Erica spoke with Madison. Later, Madison offered the exhibit guide to",Erica,Madison,45187,14909
phase6_prompt_6b555ab09e94355d,test,p6_abba_museum,ABBA,phase6_pair_70c9b4b466da4e77,a_to_b,Judith,Wendy,"At the museum, Judith spoke with Wendy. Later, Wendy offered the exhibit guide to",Judith,Wendy,39987,28314
phase6_prompt_6c7a1120d7f7224e,test,p6_abba_museum,ABBA,phase6_pair_d5f78ab0a04f789f,b_to_a,Megan,Martha,"At the museum, Megan spoke with Martha. Later, Martha offered the exhibit guide to",Megan,Martha,27616,27243
phase6_prompt_6cd43474287b3c04,test,p6_abba_museum,ABBA,phase6_pair_22424491bfa2bbf7,a_to_b,Lisa,Lydia,"At the museum, Lisa spoke with Lydia. Later, Lydia offered the exhibit guide to",Lisa,Lydia,15378,47766
phase6_prompt_75abaa2140de4869,test,p6_abba_museum,ABBA,phase6_pair_d5f78ab0a04f789f,a_to_b,Martha,Megan,"At the museum, Martha spoke with Megan. Later, Megan offered the exhibit guide to",Martha,Megan,27243,27616
phase6_prompt_804aaa37f118fe7e,test,p6_abba_museum,ABBA,phase6_pair_f4a693ca9aeb5fcc,b_to_a,Virginia,Holly,"At the museum, Virginia spoke with Holly. Later, Holly offered the exhibit guide to",Virginia,Holly,6025,7764
phase6_prompt_868fd55e49e024ad,test,p6_abba_museum,ABBA,phase6_pair_d8aa597f27508605,a_to_b,Christina,Marie,"At the museum, Christina spoke with Marie. Later, Marie offered the exhibit guide to",Christina,Marie,33673,20492
phase6_prompt_91ec61ef9d47f354,test,p6_abba_museum,ABBA,phase6_pair_6aa7a55bcb2b78fc,a_to_b,Jill,Peggy,"At the museum, Jill spoke with Peggy. Later, Peggy offered the exhibit guide to",Jill,Peggy,22772,40910
phase6_prompt_938ccf637b066222,test,p6_abba_museum,ABBA,phase6_pair_def4c49e912f68a0,a_to_b,Avery,Brooke,"At the museum, Avery spoke with Brooke. Later, Brooke offered the exhibit guide to",Avery,Brooke,29218,46459
phase6_prompt_946eadac8f445a5e,test,p6_abba_museum,ABBA,phase6_pair_ed2f73ba899c96f0,a_to_b,Anne,Melissa,"At the museum, Anne spoke with Melissa. Later, Melissa offered the exhibit guide to",Anne,Melissa,15397,24164
phase6_prompt_960c8970435af8ce,test,p6_abba_museum,ABBA,phase6_pair_ddeeb5ea0075c302,a_to_b,Rita,Victoria,"At the museum, Rita spoke with Victoria. Later, Victoria offered the exhibit guide to",Rita,Victoria,42605,12313
phase6_prompt_973cc48ce198b82a,test,p6_abba_museum,ABBA,phase6_pair_ba4b06be0ae5c5a2,a_to_b,Amelia,John,"At the museum, Amelia spoke with John. Later, John offered the exhibit guide to",Amelia,John,49769,1757
phase6_prompt_9b3593542969f3f7,test,p6_abba_museum,ABBA,phase6_pair_9d7a2d7573ba79c2,a_to_b,June,Zoe,"At the museum, June spoke with Zoe. Later, Zoe offered the exhibit guide to",June,Zoe,2795,32280
phase6_prompt_9bd9b86e4a8f5ff1,test,p6_abba_museum,ABBA,phase6_pair_9af0db44d4680944,a_to_b,Cheryl,Ellie,"At the museum, Cheryl spoke with Ellie. Later, Ellie offered the exhibit guide to",Cheryl,Ellie,37958,44801
phase6_prompt_9ed5bcad4405bf20,test,p6_abba_museum,ABBA,phase6_pair_6aa7a55bcb2b78fc,b_to_a,Peggy,Jill,"At the museum, Peggy spoke with Jill. Later, Jill offered the exhibit guide to",Peggy,Jill,40910,22772
phase6_prompt_ae990f88fa427d71,test,p6_abba_museum,ABBA,phase6_pair_f4a693ca9aeb5fcc,a_to_b,Holly,Virginia,"At the museum, Holly spoke with Virginia. Later, Virginia offered the exhibit guide to",Holly,Virginia,7764,6025
phase6_prompt_b02967cbbc0f5a91,test,p6_abba_museum,ABBA,phase6_pair_ba24833d8a7a20bb,a_to_b,Rosa,Teresa,"At the museum, Rosa spoke with Teresa. Later, Teresa offered the exhibit guide to",Rosa,Teresa,27994,34405
phase6_prompt_b5db5ff41744c798,test,p6_abba_museum,ABBA,phase6_pair_4b2031fb3148d3ee,a_to_b,April,Sophia,"At the museum, April spoke with Sophia. Later, Sophia offered the exhibit guide to",April,Sophia,3035,39953
phase6_prompt_bbcf48b5d0647e5c,test,p6_abba_museum,ABBA,phase6_pair_dc7c4afe450a4123,b_to_a,Judy,Joshua,"At the museum, Judy spoke with Joshua. Later, Joshua offered the exhibit guide to",Judy,Joshua,26395,20700
phase6_prompt_be0dc429b7f21d8d,test,p6_abba_museum,ABBA,phase6_pair_def4c49e912f68a0,b_to_a,Brooke,Avery,"At the museum, Brooke spoke with Avery. Later, Avery offered the exhibit guide to",Brooke,Avery,46459,29218
phase6_prompt_c3b87d03c2feb13f,test,p6_abba_museum,ABBA,phase6_pair_27b58d91a8805723,b_to_a,Mark,Margaret,"At the museum, Mark spoke with Margaret. Later, Margaret offered the exhibit guide to",Mark,Margaret,2940,19579
phase6_prompt_c47e1206d2fb600e,test,p6_abba_museum,ABBA,phase6_pair_27b58d91a8805723,a_to_b,Margaret,Mark,"At the museum, Margaret spoke with Mark. Later, Mark offered the exhibit guide to",Margaret,Mark,19579,2940
phase6_prompt_ccaf9e8706809b30,test,p6_abba_museum,ABBA,phase6_pair_c05995853090638d,b_to_a,Paige,Joan,"At the museum, Paige spoke with Joan. Later, Joan offered the exhibit guide to",Paige,Joan,42847,26640
phase6_prompt_cff61cf1f213da68,test,p6_abba_museum,ABBA,phase6_pair_6dd888711548a86b,a_to_b,Kelly,Tina,"At the museum, Kelly spoke with Tina. Later, Tina offered the exhibit guide to",Kelly,Tina,9077,35903
phase6_prompt_d02c78faef35f08e,test,p6_abba_museum,ABBA,phase6_pair_d3ce04b561a7a9f6,a_to_b,Gina,Valerie,"At the museum, Gina spoke with Valerie. Later, Valerie offered the exhibit guide to",Gina,Valerie,43002,45603
phase6_prompt_d47dd4476bbef130,test,p6_abba_museum,ABBA,phase6_pair_3ea4c928a32cb535,b_to_a,Bonnie,Amber,"At the museum, Bonnie spoke with Amber. Later, Amber offered the exhibit guide to",Bonnie,Amber,39203,21896
phase6_prompt_d69af5bb483bc1d1,test,p6_abba_museum,ABBA,phase6_pair_9af0db44d4680944,b_to_a,Ellie,Cheryl,"At the museum, Ellie spoke with Cheryl. Later, Cheryl offered the exhibit guide to",Ellie,Cheryl,44801,37958
phase6_prompt_da06837f5e689c20,test,p6_abba_museum,ABBA,phase6_pair_ed2f73ba899c96f0,b_to_a,Melissa,Anne,"At the museum, Melissa spoke with Anne. Later, Anne offered the exhibit guide to",Melissa,Anne,24164,15397
phase6_prompt_e9d1c2ab57582f4a,test,p6_abba_museum,ABBA,phase6_pair_d3ce04b561a7a9f6,b_to_a,Valerie,Gina,"At the museum, Valerie spoke with Gina. Later, Gina offered the exhibit guide to",Valerie,Gina,45603,43002
phase6_prompt_ece72af3b356680d,test,p6_abba_museum,ABBA,phase6_pair_5060e0fc982e9f4d,a_to_b,Eva,Paul,"At the museum, Eva spoke with Paul. Later, Paul offered the exhibit guide to",Eva,Paul,32355,3362
phase6_prompt_f5a9aedfd48a986e,test,p6_abba_museum,ABBA,phase6_pair_8cda82f11e5705a9,a_to_b,Scarlett,Steven,"At the museum, Scarlett spoke with Steven. Later, Steven offered the exhibit guide to",Scarlett,Steven,45046,8239
phase6_prompt_f9ee620f5da76d03,test,p6_abba_museum,ABBA,phase6_pair_6fb321fd6c59ee74,a_to_b,Christopher,Leslie,"At the museum, Christopher spoke with Leslie. Later, Leslie offered the exhibit guide to",Christopher,Leslie,12803,26909
phase6_prompt_0ad5459107f05e60,test,p6_abba_train,ABBA,phase6_pair_8cda82f11e5705a9,a_to_b,Scarlett,Steven,"During the train ride, Scarlett sat beside Steven. Before leaving, Steven returned the travel journal to",Scarlett,Steven,45046,8239
phase6_prompt_122c6740f9159ecd,test,p6_abba_train,ABBA,phase6_pair_4b2031fb3148d3ee,a_to_b,April,Sophia,"During the train ride, April sat beside Sophia. Before leaving, Sophia returned the travel journal to",April,Sophia,3035,39953
phase6_prompt_13402fb241ccac24,test,p6_abba_train,ABBA,phase6_pair_dc7c4afe450a4123,b_to_a,Judy,Joshua,"During the train ride, Judy sat beside Joshua. Before leaving, Joshua returned the travel journal to",Judy,Joshua,26395,20700
phase6_prompt_13434cfcd9d6df76,test,p6_abba_train,ABBA,phase6_pair_f4a693ca9aeb5fcc,a_to_b,Holly,Virginia,"During the train ride, Holly sat beside Virginia. Before leaving, Virginia returned the travel journal to",Holly,Virginia,7764,6025
phase6_prompt_1822f5571cd939d9,test,p6_abba_train,ABBA,phase6_pair_70c9b4b466da4e77,a_to_b,Judith,Wendy,"During the train ride, Judith sat beside Wendy. Before leaving, Wendy returned the travel journal to",Judith,Wendy,39987,28314
phase6_prompt_185605509d80e9b4,test,p6_abba_train,ABBA,phase6_pair_ed2f73ba899c96f0,b_to_a,Melissa,Anne,"During the train ride, Melissa sat beside Anne. Before leaving, Anne returned the travel journal to",Melissa,Anne,24164,15397
phase6_prompt_19be05f904645fb2,test,p6_abba_train,ABBA,phase6_pair_5060e0fc982e9f4d,a_to_b,Eva,Paul,"During the train ride, Eva sat beside Paul. Before leaving, Paul returned the travel journal to",Eva,Paul,32355,3362
phase6_prompt_2263ffd12b567199,test,p6_abba_train,ABBA,phase6_pair_6fb321fd6c59ee74,a_to_b,Christopher,Leslie,"During the train ride, Christopher sat beside Leslie. Before leaving, Leslie returned the travel journal to",Christopher,Leslie,12803,26909
phase6_prompt_24c39acd4d4c0383,test,p6_abba_train,ABBA,phase6_pair_ddeeb5ea0075c302,a_to_b,Rita,Victoria,"During the train ride, Rita sat beside Victoria. Before leaving, Victoria returned the travel journal to",Rita,Victoria,42605,12313
phase6_prompt_27013f4a92f11347,test,p6_abba_train,ABBA,phase6_pair_70c9b4b466da4e77,b_to_a,Wendy,Judith,"During the train ride, Wendy sat beside Judith. Before leaving, Judith returned the travel journal to",Wendy,Judith,28314,39987
phase6_prompt_282de4fca2238fe1,test,p6_abba_train,ABBA,phase6_pair_5060e0fc982e9f4d,b_to_a,Paul,Eva,"During the train ride, Paul sat beside Eva. Before leaving, Eva returned the travel journal to",Paul,Eva,3362,32355
phase6_prompt_2c7d5bc47314f2a7,test,p6_abba_train,ABBA,phase6_pair_6aa7a55bcb2b78fc,b_to_a,Peggy,Jill,"During the train ride, Peggy sat beside Jill. Before leaving, Jill returned the travel journal to",Peggy,Jill,40910,22772
phase6_prompt_30be492c56da53ae,test,p6_abba_train,ABBA,phase6_pair_6aa7a55bcb2b78fc,a_to_b,Jill,Peggy,"During the train ride, Jill sat beside Peggy. Before leaving, Peggy returned the travel journal to",Jill,Peggy,22772,40910
phase6_prompt_316ee09c49a3e5f5,test,p6_abba_train,ABBA,phase6_pair_83ce93db4866834e,a_to_b,Maya,Nina,"During the train ride, Maya sat beside Nina. Before leaving, Nina returned the travel journal to",Maya,Nina,26041,36300
phase6_prompt_347adcd8b1df1fab,test,p6_abba_train,ABBA,phase6_pair_4232ece9c5de015e,a_to_b,Heather,Sarah,"During the train ride, Heather sat beside Sarah. Before leaving, Sarah returned the travel journal to",Heather,Sarah,24253,10490
phase6_prompt_351d1585319228c7,test,p6_abba_train,ABBA,phase6_pair_d05ecb1621fbfe80,a_to_b,Monica,Robin,"During the train ride, Monica sat beside Robin. Before leaving, Robin returned the travel journal to",Monica,Robin,23240,12325
phase6_prompt_388643ef9e3a7db8,test,p6_abba_train,ABBA,phase6_pair_3ea4c928a32cb535,b_to_a,Bonnie,Amber,"During the train ride, Bonnie sat beside Amber. Before leaving, Amber returned the travel journal to",Bonnie,Amber,39203,21896
phase6_prompt_3f2077fb94faacd3,test,p6_abba_train,ABBA,phase6_pair_ed2f73ba899c96f0,a_to_b,Anne,Melissa,"During the train ride, Anne sat beside Melissa. Before leaving, Melissa returned the travel journal to",Anne,Melissa,15397,24164
phase6_prompt_465c24daf71216c2,test,p6_abba_train,ABBA,phase6_pair_c05995853090638d,b_to_a,Paige,Joan,"During the train ride, Paige sat beside Joan. Before leaving, Joan returned the travel journal to",Paige,Joan,42847,26640
phase6_prompt_4aacf53666f2e9a2,test,p6_abba_train,ABBA,phase6_pair_9af0db44d4680944,a_to_b,Cheryl,Ellie,"During the train ride, Cheryl sat beside Ellie. Before leaving, Ellie returned the travel journal to",Cheryl,Ellie,37958,44801
phase6_prompt_4c28ec4a6fd66958,test,p6_abba_train,ABBA,phase6_pair_27b58d91a8805723,b_to_a,Mark,Margaret,"During the train ride, Mark sat beside Margaret. Before leaving, Margaret returned the travel journal to",Mark,Margaret,2940,19579
phase6_prompt_5248fdd7880547b2,test,p6_abba_train,ABBA,phase6_pair_d8aa597f27508605,a_to_b,Christina,Marie,"During the train ride, Christina sat beside Marie. Before leaving, Marie returned the travel journal to",Christina,Marie,33673,20492
phase6_prompt_59a2f36ee2d6ed00,test,p6_abba_train,ABBA,phase6_pair_cdf0d5b696403826,b_to_a,Madison,Erica,"During the train ride, Madison sat beside Erica. Before leaving, Erica returned the travel journal to",Madison,Erica,14909,45187
phase6_prompt_616dafbf80f634e4,test,p6_abba_train,ABBA,phase6_pair_22424491bfa2bbf7,a_to_b,Lisa,Lydia,"During the train ride, Lisa sat beside Lydia. Before leaving, Lydia returned the travel journal to",Lisa,Lydia,15378,47766
phase6_prompt_6596c32726fd97ab,test,p6_abba_train,ABBA,phase6_pair_d3e30bbb7a041256,b_to_a,Leah,Joseph,"During the train ride, Leah sat beside Joseph. Before leaving, Joseph returned the travel journal to",Leah,Joseph,31232,7212
phase6_prompt_662060b59a39536e,test,p6_abba_train,ABBA,phase6_pair_4b2031fb3148d3ee,b_to_a,Sophia,April,"During the train ride, Sophia sat beside April. Before leaving, April returned the travel journal to",Sophia,April,39953,3035
phase6_prompt_67dc6682cd351b65,test,p6_abba_train,ABBA,phase6_pair_9af0db44d4680944,b_to_a,Ellie,Cheryl,"During the train ride, Ellie sat beside Cheryl. Before leaving, Cheryl returned the travel journal to",Ellie,Cheryl,44801,37958
phase6_prompt_6804cc0ff6205580,test,p6_abba_train,ABBA,phase6_pair_c06e43b4adb8976d,b_to_a,Kimberly,Charlotte,"During the train ride, Kimberly sat beside Charlotte. Before leaving, Charlotte returned the travel journal to",Kimberly,Charlotte,48685,14685
phase6_prompt_6ba6800e9540cbda,test,p6_abba_train,ABBA,phase6_pair_8cda82f11e5705a9,b_to_a,Steven,Scarlett,"During the train ride, Steven sat beside Scarlett. Before leaving, Scarlett returned the travel journal to",Steven,Scarlett,8239,45046
phase6_prompt_7da877aa9908928c,test,p6_abba_train,ABBA,phase6_pair_c05995853090638d,a_to_b,Joan,Paige,"During the train ride, Joan sat beside Paige. Before leaving, Paige returned the travel journal to",Joan,Paige,26640,42847
phase6_prompt_80bb70d7e5522d0c,test,p6_abba_train,ABBA,phase6_pair_6fb321fd6c59ee74,b_to_a,Leslie,Christopher,"During the train ride, Leslie sat beside Christopher. Before leaving, Christopher returned the travel journal to",Leslie,Christopher,26909,12803
phase6_prompt_80db39b0213deb80,test,p6_abba_train,ABBA,phase6_pair_d8aa597f27508605,b_to_a,Marie,Christina,"During the train ride, Marie sat beside Christina. Before leaving, Christina returned the travel journal to",Marie,Christina,20492,33673
phase6_prompt_841fff50fa3b793e,test,p6_abba_train,ABBA,phase6_pair_27b58d91a8805723,a_to_b,Margaret,Mark,"During the train ride, Margaret sat beside Mark. Before leaving, Mark returned the travel journal to",Margaret,Mark,19579,2940
phase6_prompt_844a8f00db3bb480,test,p6_abba_train,ABBA,phase6_pair_9d7a2d7573ba79c2,a_to_b,June,Zoe,"During the train ride, June sat beside Zoe. Before leaving, Zoe returned the travel journal to",June,Zoe,2795,32280
phase6_prompt_88ce31703184f618,test,p6_abba_train,ABBA,phase6_pair_83ce93db4866834e,b_to_a,Nina,Maya,"During the train ride, Nina sat beside Maya. Before leaving, Maya returned the travel journal to",Nina,Maya,36300,26041
phase6_prompt_89efa0706ebc9e80,test,p6_abba_train,ABBA,phase6_pair_3ff09606e48f88f8,a_to_b,Chloe,Elizabeth,"During the train ride, Chloe sat beside Elizabeth. Before leaving, Elizabeth returned the travel journal to",Chloe,Elizabeth,29476,10674
phase6_prompt_8ea5442c34286200,test,p6_abba_train,ABBA,phase6_pair_dc7c4afe450a4123,a_to_b,Joshua,Judy,"During the train ride, Joshua sat beside Judy. Before leaving, Judy returned the travel journal to",Joshua,Judy,20700,26395
phase6_prompt_9dc6e719b52e5637,test,p6_abba_train,ABBA,phase6_pair_d5f78ab0a04f789f,b_to_a,Megan,Martha,"During the train ride, Megan sat beside Martha. Before leaving, Martha returned the travel journal to",Megan,Martha,27616,27243
phase6_prompt_a6f50b3f0e321d10,test,p6_abba_train,ABBA,phase6_pair_ba4b06be0ae5c5a2,a_to_b,Amelia,John,"During the train ride, Amelia sat beside John. Before leaving, John returned the travel journal to",Amelia,John,49769,1757
phase6_prompt_a6fab3a4eb5c743f,test,p6_abba_train,ABBA,phase6_pair_cdf0d5b696403826,a_to_b,Erica,Madison,"During the train ride, Erica sat beside Madison. Before leaving, Madison returned the travel journal to",Erica,Madison,45187,14909
phase6_prompt_ad21a23f14fc732c,test,p6_abba_train,ABBA,phase6_pair_3ea4c928a32cb535,a_to_b,Amber,Bonnie,"During the train ride, Amber sat beside Bonnie. Before leaving, Bonnie returned the travel journal to",Amber,Bonnie,21896,39203
phase6_prompt_ade07a4f00ee5b51,test,p6_abba_train,ABBA,phase6_pair_6dd888711548a86b,a_to_b,Kelly,Tina,"During the train ride, Kelly sat beside Tina. Before leaving, Tina returned the travel journal to",Kelly,Tina,9077,35903
phase6_prompt_afcbe04cdfda70f1,test,p6_abba_train,ABBA,phase6_pair_3ff09606e48f88f8,b_to_a,Elizabeth,Chloe,"During the train ride, Elizabeth sat beside Chloe. Before leaving, Chloe returned the travel journal to",Elizabeth,Chloe,10674,29476
phase6_prompt_b00ff12d48c92baf,test,p6_abba_train,ABBA,phase6_pair_9d7a2d7573ba79c2,b_to_a,Zoe,June,"During the train ride, Zoe sat beside June. Before leaving, June returned the travel journal to",Zoe,June,32280,2795
phase6_prompt_b0cddd3b889eefa7,test,p6_abba_train,ABBA,phase6_pair_ddeeb5ea0075c302,b_to_a,Victoria,Rita,"During the train ride, Victoria sat beside Rita. Before leaving, Rita returned the travel journal to",Victoria,Rita,12313,42605
phase6_prompt_b25efe3fecb7bd3b,test,p6_abba_train,ABBA,phase6_pair_4232ece9c5de015e,b_to_a,Sarah,Heather,"During the train ride, Sarah sat beside Heather. Before leaving, Heather returned the travel journal to",Sarah,Heather,10490,24253
phase6_prompt_b58e29b894ad1ae9,test,p6_abba_train,ABBA,phase6_pair_def4c49e912f68a0,a_to_b,Avery,Brooke,"During the train ride, Avery sat beside Brooke. Before leaving, Brooke returned the travel journal to",Avery,Brooke,29218,46459
phase6_prompt_bcd599e39f7c8753,test,p6_abba_train,ABBA,phase6_pair_d3e30bbb7a041256,a_to_b,Joseph,Leah,"During the train ride, Joseph sat beside Leah. Before leaving, Leah returned the travel journal to",Joseph,Leah,7212,31232
phase6_prompt_bd2ee7f21ba1ad28,test,p6_abba_train,ABBA,phase6_pair_def4c49e912f68a0,b_to_a,Brooke,Avery,"During the train ride, Brooke sat beside Avery. Before leaving, Avery returned the travel journal to",Brooke,Avery,46459,29218
phase6_prompt_c53530c3e89ce0ef,test,p6_abba_train,ABBA,phase6_pair_c93a443389459cda,b_to_a,Natalie,Mia,"During the train ride, Natalie sat beside Mia. Before leaving, Mia returned the travel journal to",Natalie,Mia,35571,32189
phase6_prompt_cada5a27ebfda2bc,test,p6_abba_train,ABBA,phase6_pair_ba4b06be0ae5c5a2,b_to_a,John,Amelia,"During the train ride, John sat beside Amelia. Before leaving, Amelia returned the travel journal to",John,Amelia,1757,49769
phase6_prompt_cc0b998bf34a907f,test,p6_abba_train,ABBA,phase6_pair_d3ce04b561a7a9f6,b_to_a,Valerie,Gina,"During the train ride, Valerie sat beside Gina. Before leaving, Gina returned the travel journal to",Valerie,Gina,45603,43002
phase6_prompt_d2061eef189dc0eb,test,p6_abba_train,ABBA,phase6_pair_6dd888711548a86b,b_to_a,Tina,Kelly,"During the train ride, Tina sat beside Kelly. Before leaving, Kelly returned the travel journal to",Tina,Kelly,35903,9077
phase6_prompt_d5b606130f03de2d,test,p6_abba_train,ABBA,phase6_pair_f4a693ca9aeb5fcc,b_to_a,Virginia,Holly,"During the train ride, Virginia sat beside Holly. Before leaving, Holly returned the travel journal to",Virginia,Holly,6025,7764
phase6_prompt_d66cce7873d695f6,test,p6_abba_train,ABBA,phase6_pair_d3ce04b561a7a9f6,a_to_b,Gina,Valerie,"During the train ride, Gina sat beside Valerie. Before leaving, Valerie returned the travel journal to",Gina,Valerie,43002,45603
phase6_prompt_d7b5c88b055e7886,test,p6_abba_train,ABBA,phase6_pair_a51ddccd84b83769,b_to_a,Claire,Anna,"During the train ride, Claire sat beside Anna. Before leaving, Anna returned the travel journal to",Claire,Anna,20758,11735
phase6_prompt_de52f3a45a6c0566,test,p6_abba_train,ABBA,phase6_pair_ba24833d8a7a20bb,a_to_b,Rosa,Teresa,"During the train ride, Rosa sat beside Teresa. Before leaving, Teresa returned the travel journal to",Rosa,Teresa,27994,34405
phase6_prompt_e17843f0c2124d43,test,p6_abba_train,ABBA,phase6_pair_a51ddccd84b83769,a_to_b,Anna,Claire,"During the train ride, Anna sat beside Claire. Before leaving, Claire returned the travel journal to",Anna,Claire,11735,20758
phase6_prompt_e4e88f240db3ceb0,test,p6_abba_train,ABBA,phase6_pair_c06e43b4adb8976d,a_to_b,Charlotte,Kimberly,"During the train ride, Charlotte sat beside Kimberly. Before leaving, Kimberly returned the travel journal to",Charlotte,Kimberly,14685,48685
phase6_prompt_e4fc0f856b688a8a,test,p6_abba_train,ABBA,phase6_pair_22424491bfa2bbf7,b_to_a,Lydia,Lisa,"During the train ride, Lydia sat beside Lisa. Before leaving, Lisa returned the travel journal to",Lydia,Lisa,47766,15378
phase6_prompt_ee5a9b3a2a2addf9,test,p6_abba_train,ABBA,phase6_pair_d05ecb1621fbfe80,b_to_a,Robin,Monica,"During the train ride, Robin sat beside Monica. Before leaving, Monica returned the travel journal to",Robin,Monica,12325,23240
phase6_prompt_f0f34282c0f65a84,test,p6_abba_train,ABBA,phase6_pair_d5f78ab0a04f789f,a_to_b,Martha,Megan,"During the train ride, Martha sat beside Megan. Before leaving, Megan returned the travel journal to",Martha,Megan,27243,27616
phase6_prompt_f610245886b2e4d8,test,p6_abba_train,ABBA,phase6_pair_ba24833d8a7a20bb,b_to_a,Teresa,Rosa,"During the train ride, Teresa sat beside Rosa. Before leaving, Rosa returned the travel journal to",Teresa,Rosa,34405,27994
phase6_prompt_f97d5b4c79ce4cfc,test,p6_abba_train,ABBA,phase6_pair_c93a443389459cda,a_to_b,Mia,Natalie,"During the train ride, Mia sat beside Natalie. Before leaving, Natalie returned the travel journal to",Mia,Natalie,32189,35571
phase6_prompt_02df574f2ae8ecbb,test,p6_baba_kitchen,BABA,phase6_pair_dc7c4afe450a4123,a_to_b,Joshua,Judy,"In the kitchen, Judy worked with Joshua. After dinner, Judy passed the recipe card to",Joshua,Judy,20700,26395
phase6_prompt_0dac21f9fcc3d15f,test,p6_baba_kitchen,BABA,phase6_pair_ba24833d8a7a20bb,b_to_a,Teresa,Rosa,"In the kitchen, Rosa worked with Teresa. After dinner, Rosa passed the recipe card to",Teresa,Rosa,34405,27994
phase6_prompt_0ee694eff19323e2,test,p6_baba_kitchen,BABA,phase6_pair_d3e30bbb7a041256,b_to_a,Leah,Joseph,"In the kitchen, Joseph worked with Leah. After dinner, Joseph passed the recipe card to",Leah,Joseph,31232,7212
phase6_prompt_153211ddd8ec90e0,test,p6_baba_kitchen,BABA,phase6_pair_ba4b06be0ae5c5a2,b_to_a,John,Amelia,"In the kitchen, Amelia worked with John. After dinner, Amelia passed the recipe card to",John,Amelia,1757,49769
phase6_prompt_1945fe5baf0a2d7e,test,p6_baba_kitchen,BABA,phase6_pair_a51ddccd84b83769,a_to_b,Anna,Claire,"In the kitchen, Claire worked with Anna. After dinner, Claire passed the recipe card to",Anna,Claire,11735,20758
